BookingCode;BookingDate;FlightDate;FlightNumber;BookedSeats;RevenueActualFare;Ancillary Revenue,,
PNR7992;01.02.2023 00:00;09.04.2023;EW2530;3;364;89,,
PNR7993;01.02.2023 00:00;08.04.2023;EW9534;4;504;147,,
PNR7994;01.02.2023 00:00;06.04.2023;EW527;1;105;32,,
PNR7995;01.02.2023 00:00;06.04.2023;EW9518;1;130;18,,
PNR7995;01.02.2023 00:00;12.04.2023;EW9519;1;100;18,,
PNR7996;01.02.2023 00:00;07.04.2023;EW8536;1;200;41,,
PNR7997;01.02.2023 00:00;08.04.2023;EW9539;1;150;39,,
PNR7998;01.02.2023 00:00;12.04.2023;EW9445;3;364;33,,
PNR7999;01.02.2023 00:00;08.04.2023;EW7540;3;462;148,,
PNR8000;01.02.2023 00:00;10.04.2023;EW7586;2;220;52,,
PNR8001;01.02.2023 00:00;12.04.2023;EW9551;4;600;90,,
PNR8002;01.02.2023 00:00;06.04.2023;EW2592;1;360;22,,
PNR8002;01.02.2023 00:00;10.04.2023;EW2591;1;165;22,,
PNR8003;01.02.2023 00:00;07.04.2023;EW7584;2;370;29,,
PNR8004;01.02.2023 00:00;09.04.2023;EW2581;2;210;30,,
PNR8005;01.02.2023 00:00;10.04.2023;EW7583;4;1340;91,,
PNR8006;01.02.2023 00:00;09.04.2023;EW9591;5;483;26,,
PNR8007;01.02.2023 00:00;12.04.2023;EW9551;1;180;87,,
PNR8008;01.02.2023 00:00;07.04.2023;EW580;3;375;55,,
PNR8008;01.02.2023 00:00;11.04.2023;EW599;3;375;55,,
PNR8009;01.02.2023 00:00;11.04.2023;EW8370;2;171;50,,
PNR8010;01.02.2023 00:00;06.04.2023;EW526;3;570;34,,
PNR8011;01.02.2023 00:00;11.04.2023;EW859;3;406;69,,
PNR8012;01.02.2023 00:00;12.04.2023;EW9518;1;130;50,,
PNR8013;01.02.2023 00:00;12.04.2023;EW581;2;334;55,,
PNR8014;02.02.2023 00:00;06.04.2023;EW2593;1;166;41,,
PNR8015;02.02.2023 00:00;08.04.2023;EW8592;1;210;41,,
PNR8016;02.02.2023 00:00;09.04.2023;EW9575;3;315;186,,
PNR8017;02.02.2023 00:00;11.04.2023;EW598;2;80;78,,
PNR8018;02.02.2023 00:00;08.04.2023;EW9500;2;170;18,,
PNR8019;02.02.2023 00:00;10.04.2023;EW9588;2;110;26,,
PNR8020;02.02.2023 00:00;06.04.2023;EW9590;2;165;362,,
PNR8021;02.02.2023 00:00;09.04.2023;EW7593;1;335;41,,
PNR8022;02.02.2023 00:00;08.04.2023;EW7580;3;555;26,,
PNR8023;02.02.2023 00:00;10.04.2023;EW593;2;350;82,,
PNR8024;02.02.2023 00:00;06.04.2023;EW9592;1;145;56,,
PNR8024;02.02.2023 00:00;10.04.2023;EW9593;1;210;56,,
PNR8025;02.02.2023 00:00;06.04.2023;EW9592;2;290;110,,
PNR8026;02.02.2023 00:00;07.04.2023;EW9587;3;238;70,,
PNR8027;02.02.2023 00:00;07.04.2023;EW2592;1;200;41,,
PNR8028;02.02.2023 00:00;07.04.2023;EW2584;3;462;53,,
PNR8029;02.02.2023 00:00;08.04.2023;EW7580;7;1258;199,,
PNR8030;02.02.2023 00:00;06.04.2023;EW596;2;350;47,,
PNR8031;02.02.2023 00:00;09.04.2023;EW7514;6;840;64,,
PNR8032;02.02.2023 00:00;12.04.2023;EW9594;3;195;162,,
PNR8033;02.02.2023 00:00;10.04.2023;EW599;2;290;31,,
PNR8034;02.02.2023 00:00;12.04.2023;EW9595;2;290;110,,
PNR8035;02.02.2023 00:00;07.04.2023;EW6892;3;435;178,,
PNR8036;02.02.2023 00:00;07.04.2023;EW2592;1;200;10,,
PNR8037;02.02.2023 00:00;12.04.2023;EW6892;3;406;3,,
PNR8038;02.02.2023 00:00;07.04.2023;EW8592;1;175;39,,
PNR8038;02.02.2023 00:00;10.04.2023;EW8591;1;250;34,,
PNR8039;02.02.2023 00:00;06.04.2023;EW2544;1;180;48,,
PNR8040;02.02.2023 00:00;10.04.2023;EW599;1;145;41,,
PNR8041;02.02.2023 00:00;12.04.2023;EW9579;2;250;76,,
PNR8042;02.02.2023 00:00;07.04.2023;EW2586;2;500;82,,
PNR8042;02.02.2023 00:00;10.04.2023;EW2591;2;330;82,,
PNR8043;02.02.2023 00:00;12.04.2023;EW7581;1;130;41,,
PNR8044;02.02.2023 00:00;09.04.2023;EW7581;2;420;26,,
PNR8045;02.02.2023 00:00;07.04.2023;EW7582;2;430;34,,
PNR8046;02.02.2023 00:00;08.04.2023;EW584;2;250;41,,
PNR8047;02.02.2023 00:00;10.04.2023;EW9588;2;110;34,,
PNR8048;02.02.2023 00:00;12.04.2023;EW2594;1;85;12,,
PNR8049;02.02.2023 00:00;12.04.2023;EW6892;1;145;146,,
PNR8050;02.02.2023 00:00;08.04.2023;EW585;2;170;140,,
PNR8051;02.02.2023 00:00;11.04.2023;EW9588;2;110;82,,
PNR8052;02.02.2023 00:00;08.04.2023;EW7589;1;130;22,,
PNR8053;02.02.2023 00:00;12.04.2023;EW9595;3;290;182,,
PNR8054;02.02.2023 00:00;08.04.2023;EW9581;2;210;49,,
PNR8054;02.02.2023 00:00;11.04.2023;EW9580;2;130;49,,
PNR8055;02.02.2023 00:00;12.04.2023;EW7589;1;185;10,,
PNR8056;02.02.2023 00:00;08.04.2023;EW7585;2;300;82,,
PNR8057;02.02.2023 00:00;08.04.2023;EW9500;2;500;102,,
PNR8058;02.02.2023 00:00;12.04.2023;EW7580;2;260;82,,
PNR8059;02.02.2023 00:00;12.04.2023;EW9586;5;264;196,,
PNR8060;02.02.2023 00:00;07.04.2023;EW269;2;330;88,,
PNR8061;02.02.2023 00:00;07.04.2023;EW7266;6;1566;364,,
PNR8062;02.02.2023 00:00;11.04.2023;EW7089;2;580;114,,
PNR8063;02.02.2023 00:00;10.04.2023;EW7266;2;490;110,,
PNR8064;02.02.2023 00:00;10.04.2023;EW9442;1;130;14,,
PNR8065;02.02.2023 00:00;06.04.2023;EW535;1;105;41,,
PNR8066;02.02.2023 00:00;10.04.2023;EW9534;2;200;234,,
PNR8067;02.02.2023 00:00;07.04.2023;EW9444;2;430;50,,
PNR8067;02.02.2023 00:00;10.04.2023;EW9441;2;340;80,,
PNR8068;02.02.2023 00:00;11.04.2023;EW8536;2;220;92,,
PNR8069;02.02.2023 00:00;08.04.2023;EW9535;2;240;104,,
PNR8070;02.02.2023 00:00;09.04.2023;EW7536;2;420;82,,
PNR8071;02.02.2023 00:00;08.04.2023;EW9531;1;150;44,,
PNR8072;02.02.2023 00:00;11.04.2023;EW9443;5;660;64,,
PNR8073;02.02.2023 00:00;06.04.2023;EW7537;1;145;34,,
PNR8074;02.02.2023 00:00;08.04.2023;EW7531;1;165;38,,
PNR8075;02.02.2023 00:00;11.04.2023;EW7541;1;165;44,,
PNR8076;02.02.2023 00:00;09.04.2023;EW9518;1;110;38,,
PNR8077;02.02.2023 00:00;12.04.2023;EW9571;4;960;100,,
PNR8078;02.02.2023 00:00;07.04.2023;EW9536;1;205;49,,
PNR8078;02.02.2023 00:00;11.04.2023;EW9537;1;205;41,,
PNR8079;02.02.2023 00:00;10.04.2023;EW9442;1;150;38,,
PNR8080;02.02.2023 00:00;07.04.2023;EW9518;3;504;34,,
PNR8081;02.02.2023 00:00;08.04.2023;EW9530;1;130;44,,
PNR8082;02.02.2023 00:00;09.04.2023;EW2530;1;90;53,,
PNR8083;02.02.2023 00:00;07.04.2023;EW9536;1;205;49,,
PNR8084;02.02.2023 00:00;06.04.2023;EW9519;2;190;23,,
PNR8085;02.02.2023 00:00;10.04.2023;EW9519;3;504;113,,
PNR8086;02.02.2023 00:00;11.04.2023;EW8537;2;370;82,,
PNR8087;02.02.2023 00:00;12.04.2023;EW2520;2;170;94,,
PNR8088;02.02.2023 00:00;07.04.2023;EW9539;1;110;52,,
PNR8089;02.02.2023 00:00;12.04.2023;EW9571;2;480;114,,
PNR8090;02.02.2023 00:00;11.04.2023;EW7531;4;684;168,,
PNR8091;02.02.2023 00:00;08.04.2023;EW534;3;462;114,,
PNR8092;02.02.2023 00:00;09.04.2023;EW9532;1;130;57,,
PNR8093;02.02.2023 00:00;10.04.2023;EW2536;1;170;41,,
PNR8094;02.02.2023 00:00;07.04.2023;EW2536;1;245;28,,
PNR8095;02.02.2023 00:00;08.04.2023;EW597;4;380;92,,
PNR8096;02.02.2023 00:00;11.04.2023;EW2584;1;65;26,,
PNR8097;02.02.2023 00:00;10.04.2023;EW599;2;290;64,,
PNR8098;02.02.2023 00:00;12.04.2023;EW585;2;250;50,,
PNR8099;02.02.2023 00:00;09.04.2023;EW597;2;250;28,,
PNR8100;02.02.2023 00:00;08.04.2023;EW9575;2;210;70,,
PNR8101;02.02.2023 00:00;06.04.2023;EW7588;3;602;158,,
PNR8102;02.02.2023 00:00;08.04.2023;EW9586;2;150;40,,
PNR8103;02.02.2023 00:00;09.04.2023;EW8187;3;840;125,,
PNR8104;02.02.2023 00:00;11.04.2023;EW7088;3;686;83,,
PNR8105;02.02.2023 00:00;12.04.2023;EW9543;4;1044;104,,
PNR8106;02.02.2023 00:00;09.04.2023;EW261;3;735;174,,
PNR8107;02.02.2023 00:00;09.04.2023;EW8291;1;285;53,,
PNR8108;02.02.2023 00:00;09.04.2023;EW253;1;245;37,,
PNR8109;02.02.2023 00:00;09.04.2023;EW9546;2;350;56,,
PNR8110;02.02.2023 00:00;07.04.2023;EW8291;3;676;120,,
PNR8111;02.02.2023 00:00;08.04.2023;EW9539;1;150;94,,
PNR8112;02.02.2023 00:00;08.04.2023;EW9539;3;420;114,,
PNR8113;02.02.2023 00:00;11.04.2023;EW7541;2;330;125,,
PNR8114;02.02.2023 00:00;10.04.2023;EW2531;1;190;79,,
PNR8115;02.02.2023 00:00;08.04.2023;EW7530;1;145;28,,
PNR8116;02.02.2023 00:00;12.04.2023;EW9530;2;180;132,,
PNR8117;02.02.2023 00:00;08.04.2023;EW9535;1;120;24,,
PNR8118;02.02.2023 00:00;11.04.2023;EW859;2;290;72,,
PNR8119;02.02.2023 00:00;07.04.2023;EW8537;2;220;26,,
PNR8120;02.02.2023 00:00;10.04.2023;EW9443;3;645;114,,
PNR8121;02.02.2023 00:00;12.04.2023;EW2529;2;170;52,,
PNR8122;02.02.2023 00:00;12.04.2023;EW9570;2;250;54,,
PNR8123;02.02.2023 00:00;07.04.2023;EW2520;2;350;40,,
PNR8123;02.02.2023 00:00;12.04.2023;EW2529;2;290;40,,
PNR8124;03.02.2023 00:00;06.04.2023;EW7532;1;484;44,,
PNR8125;03.02.2023 00:00;06.04.2023;EW9558;1;334;44,,
PNR8126;03.02.2023 00:00;08.04.2023;EW7590;3;555;45,,
PNR8127;03.02.2023 00:00;11.04.2023;EW9581;4;522;147,,
PNR8128;03.02.2023 00:00;12.04.2023;EW9550;4;840;152,,
PNR8129;03.02.2023 00:00;08.04.2023;EW586;1;75;54,,
PNR8130;03.02.2023 00:00;07.04.2023;EW582;3;525;206,,
PNR8131;03.02.2023 00:00;12.04.2023;EW9580;1;65;41,,
PNR8132;03.02.2023 00:00;06.04.2023;EW7587;3;220;165,,
PNR8133;03.02.2023 00:00;09.04.2023;EW6892;3;700;122,,
PNR8134;03.02.2023 00:00;11.04.2023;EW6899;2;170;87,,
PNR8135;03.02.2023 00:00;11.04.2023;EW7591;1;185;41,,
PNR8136;03.02.2023 00:00;12.04.2023;EW2589;3;375;114,,
PNR8137;03.02.2023 00:00;11.04.2023;EW9581;1;145;25,,
PNR8138;03.02.2023 00:00;09.04.2023;EW586;2;210;80,,
PNR8139;03.02.2023 00:00;09.04.2023;EW9587;2;250;82,,
PNR8140;03.02.2023 00:00;07.04.2023;EW6893;2;500;82,,
PNR8141;03.02.2023 00:00;07.04.2023;EW9574;1;175;55,,
PNR8141;03.02.2023 00:00;12.04.2023;EW9581;1;145;55,,
PNR8142;03.02.2023 00:00;07.04.2023;EW9594;4;522;228,,
PNR8143;03.02.2023 00:00;12.04.2023;EW9579;4;450;34,,
PNR8144;03.02.2023 00:00;09.04.2023;EW7587;1;150;26,,
PNR8145;03.02.2023 00:00;10.04.2023;EW7586;3;308;114,,
PNR8146;03.02.2023 00:00;08.04.2023;EW586;1;75;109,,
PNR8147;03.02.2023 00:00;11.04.2023;EW2596;3;266;31,,
PNR8148;03.02.2023 00:00;11.04.2023;EW9580;1;65;41,,
PNR8149;03.02.2023 00:00;11.04.2023;EW9580;1;65;19,,
PNR8150;03.02.2023 00:00;11.04.2023;EW9581;1;145;24,,
PNR8151;03.02.2023 00:00;07.04.2023;EW7582;2;430;82,,
PNR8152;03.02.2023 00:00;07.04.2023;EW9501;1;110;63,,
PNR8153;03.02.2023 00:00;12.04.2023;EW7581;1;130;22,,
PNR8154;03.02.2023 00:00;10.04.2023;EW9595;5;840;196,,
PNR8155;03.02.2023 00:00;08.04.2023;EW7586;1;215;19,,
PNR8156;03.02.2023 00:00;07.04.2023;EW7584;4;740;80,,
PNR8156;03.02.2023 00:00;12.04.2023;EW7583;4;740;80,,
PNR8157;03.02.2023 00:00;08.04.2023;EW9500;4;950;144,,
PNR8158;03.02.2023 00:00;11.04.2023;EW9580;2;250;82,,
PNR8159;03.02.2023 00:00;10.04.2023;EW7586;2;220;44,,
PNR8160;03.02.2023 00:00;09.04.2023;EW586;2;210;74,,
PNR8161;03.02.2023 00:00;12.04.2023;EW7514;1;95;38,,
PNR8162;03.02.2023 00:00;08.04.2023;EW9588;4;420;164,,
PNR8163;03.02.2023 00:00;07.04.2023;EW9588;4;551;118,,
PNR8163;03.02.2023 00:00;09.04.2023;EW6894;4;551;128,,
PNR8164;03.02.2023 00:00;07.04.2023;EW9586;4;551;116,,
PNR8165;03.02.2023 00:00;12.04.2023;EW9594;2;130;50,,
PNR8166;03.02.2023 00:00;09.04.2023;EW7587;3;420;114,,
PNR8167;03.02.2023 00:00;07.04.2023;EW9591;2;170;82,,
PNR8168;03.02.2023 00:00;12.04.2023;EW9580;2;130;110,,
PNR8169;03.02.2023 00:00;08.04.2023;EW587;1;125;28,,
PNR8170;03.02.2023 00:00;07.04.2023;EW7515;2;110;94,,
PNR8171;03.02.2023 00:00;08.04.2023;EW9594;1;145;41,,
PNR8171;03.02.2023 00:00;12.04.2023;EW9581;1;145;41,,
PNR8172;03.02.2023 00:00;07.04.2023;EW7515;2;110;76,,
PNR8173;03.02.2023 00:00;11.04.2023;EW8370;3;285;168,,
PNR8174;03.02.2023 00:00;06.04.2023;EW255;2;410;88,,
PNR8175;03.02.2023 00:00;12.04.2023;EW8187;2;660;116,,
PNR8176;03.02.2023 00:00;09.04.2023;EW7089;3;924;123,,
PNR8177;03.02.2023 00:00;11.04.2023;EW2930;2;350;116,,
PNR8178;03.02.2023 00:00;12.04.2023;EW2535;2;620;32,,
PNR8179;03.02.2023 00:00;11.04.2023;EW7089;2;580;114,,
PNR8180;03.02.2023 00:00;09.04.2023;EW9553;2;507;112,,
PNR8181;03.02.2023 00:00;10.04.2023;EW2537;1;245;48,,
PNR8182;03.02.2023 00:00;12.04.2023;EW2531;2;300;76,,
PNR8183;03.02.2023 00:00;06.04.2023;EW7537;1;145;22,,
PNR8184;03.02.2023 00:00;06.04.2023;EW7521;1;180;38,,
PNR8185;03.02.2023 00:00;11.04.2023;EW859;1;145;47,,
PNR8186;03.02.2023 00:00;10.04.2023;EW9531;4;560;68,,
PNR8187;03.02.2023 00:00;12.04.2023;EW2530;2;160;45,,
PNR8188;03.02.2023 00:00;11.04.2023;EW7531;2;380;94,,
PNR8189;03.02.2023 00:00;06.04.2023;EW9444;2;430;96,,
PNR8189;03.02.2023 00:00;11.04.2023;EW9445;2;300;96,,
PNR8190;03.02.2023 00:00;11.04.2023;EW9537;2;490;82,,
PNR8191;03.02.2023 00:00;06.04.2023;EW2521;1;145;20,,
PNR8192;03.02.2023 00:00;08.04.2023;EW7531;1;165;38,,
PNR8193;03.02.2023 00:00;09.04.2023;EW9442;1;130;59,,
PNR8194;03.02.2023 00:00;08.04.2023;EW9538;1;130;19,,
PNR8195;03.02.2023 00:00;06.04.2023;EW7537;1;145;54,,
PNR8196;03.02.2023 00:00;06.04.2023;EW7521;1;180;26,,
PNR8197;03.02.2023 00:00;12.04.2023;EW9531;1;170;44,,
PNR8198;03.02.2023 00:00;06.04.2023;EW9536;3;510;123,,
PNR8199;03.02.2023 00:00;06.04.2023;EW526;1;190;47,,
PNR8200;03.02.2023 00:00;12.04.2023;EW9445;2;300;94,,
PNR8201;03.02.2023 00:00;07.04.2023;EW2528;2;420;76,,
PNR8201;03.02.2023 00:00;10.04.2023;EW2521;2;420;76,,
PNR8202;03.02.2023 00:00;07.04.2023;EW2536;3;798;114,,
PNR8203;03.02.2023 00:00;08.04.2023;EW7585;2;370;62,,
PNR8204;03.02.2023 00:00;09.04.2023;EW9585;2;210;153,,
PNR8205;03.02.2023 00:00;10.04.2023;EW598;1;65;66,,
PNR8206;03.02.2023 00:00;08.04.2023;EW7586;4;666;192,,
PNR8207;03.02.2023 00:00;06.04.2023;EW9518;2;260;25,,
PNR8207;03.02.2023 00:00;09.04.2023;EW9519;2;220;27,,
PNR8208;03.02.2023 00:00;11.04.2023;EW9444;4;646;60,,
PNR8209;03.02.2023 00:00;11.04.2023;EW8537;2;400;36,,
PNR8210;03.02.2023 00:00;06.04.2023;EW527;1;65;25,,
PNR8211;03.02.2023 00:00;08.04.2023;EW9535;2;240;21,,
PNR8212;03.02.2023 00:00;11.04.2023;EW7521;1;180;20,,
PNR8213;03.02.2023 00:00;12.04.2023;EW2531;5;660;81,,
PNR8214;03.02.2023 00:00;09.04.2023;EW9519;1;110;20,,
PNR8215;03.02.2023 00:00;09.04.2023;EW9547;2;580;112,,
PNR8216;03.02.2023 00:00;12.04.2023;EW9531;3;510;282,,
PNR8217;04.02.2023 00:00;12.04.2023;EW7588;2;302;82,,
PNR8218;04.02.2023 00:00;08.04.2023;EW9586;3;210;90,,
PNR8219;04.02.2023 00:00;10.04.2023;EW7588;2;300;157,,
PNR8220;04.02.2023 00:00;09.04.2023;EW9580;1;65;54,,
PNR8221;04.02.2023 00:00;08.04.2023;EW9586;2;150;82,,
PNR8222;04.02.2023 00:00;09.04.2023;EW582;4;260;68,,
PNR8223;04.02.2023 00:00;10.04.2023;EW9592;1;55;41,,
PNR8224;04.02.2023 00:00;06.04.2023;EW8591;2;290;66,,
PNR8225;04.02.2023 00:00;06.04.2023;EW596;1;175;55,,
PNR8226;04.02.2023 00:00;06.04.2023;EW9578;1;145;110,,
PNR8227;04.02.2023 00:00;09.04.2023;EW9575;4;551;155,,
PNR8228;04.02.2023 00:00;11.04.2023;EW2584;2;150;50,,
PNR8229;04.02.2023 00:00;06.04.2023;EW596;1;175;55,,
PNR8230;04.02.2023 00:00;07.04.2023;EW588;1;95;22,,
PNR8231;04.02.2023 00:00;06.04.2023;EW7589;1;100;30,,
PNR8232;04.02.2023 00:00;09.04.2023;EW9587;4;500;220,,
PNR8233;04.02.2023 00:00;07.04.2023;EW7585;1;150;55,,
PNR8234;04.02.2023 00:00;10.04.2023;EW9594;2;150;107,,
PNR8235;04.02.2023 00:00;12.04.2023;EW9581;1;145;22,,
PNR8236;04.02.2023 00:00;11.04.2023;EW585;1;105;55,,
PNR8237;04.02.2023 00:00;12.04.2023;EW9550;1;110;41,,
PNR8238;04.02.2023 00:00;07.04.2023;EW7584;3;555;123,,
PNR8239;04.02.2023 00:00;08.04.2023;EW7585;2;370;110,,
PNR8240;04.02.2023 00:00;08.04.2023;EW7589;1;215;70,,
PNR8241;04.02.2023 00:00;06.04.2023;EW9592;3;435;134,,
PNR8242;04.02.2023 00:00;10.04.2023;EW6893;1;85;55,,
PNR8243;04.02.2023 00:00;09.04.2023;EW9591;2;250;110,,
PNR8244;04.02.2023 00:00;06.04.2023;EW586;1;175;55,,
PNR8244;04.02.2023 00:00;08.04.2023;EW9593;1;95;56,,
PNR8245;04.02.2023 00:00;11.04.2023;EW2597;2;290;128,,
PNR8246;04.02.2023 00:00;10.04.2023;EW9590;1;55;30,,
PNR8247;04.02.2023 00:00;06.04.2023;EW7589;2;370;165,,
PNR8248;04.02.2023 00:00;09.04.2023;EW9578;1;65;41,,
PNR8249;04.02.2023 00:00;08.04.2023;EW7587;2;430;82,,
PNR8250;04.02.2023 00:00;07.04.2023;EW7515;3;182;133,,
PNR8251;04.02.2023 00:00;10.04.2023;EW9592;1;55;41,,
PNR8252;04.02.2023 00:00;09.04.2023;EW9575;4;500;164,,
PNR8253;04.02.2023 00:00;07.04.2023;EW7582;1;215;116,,
PNR8254;04.02.2023 00:00;10.04.2023;EW2591;2;330;82,,
PNR8255;04.02.2023 00:00;10.04.2023;EW593;1;125;41,,
PNR8256;04.02.2023 00:00;11.04.2023;EW9575;1;175;41,,
PNR8257;04.02.2023 00:00;08.04.2023;EW7591;2;370;182,,
PNR8258;04.02.2023 00:00;07.04.2023;EW7584;2;370;110,,
PNR8259;04.02.2023 00:00;10.04.2023;EW9581;5;924;235,,
PNR8260;04.02.2023 00:00;11.04.2023;EW9585;1;145;41,,
PNR8261;04.02.2023 00:00;09.04.2023;EW592;4;247;207,,
PNR8262;04.02.2023 00:00;06.04.2023;EW586;1;175;22,,
PNR8262;04.02.2023 00:00;08.04.2023;EW9593;1;95;22,,
PNR8263;04.02.2023 00:00;09.04.2023;EW592;1;65;53,,
PNR8264;04.02.2023 00:00;11.04.2023;EW9581;4;580;216,,
PNR8265;04.02.2023 00:00;07.04.2023;EW586;4;500;34,,
PNR8266;04.02.2023 00:00;06.04.2023;EW2263;2;350;65,,
PNR8267;04.02.2023 00:00;08.04.2023;EW2930;3;990;168,,
PNR8268;04.02.2023 00:00;07.04.2023;EW7532;3;1036;123,,
PNR8269;04.02.2023 00:00;07.04.2023;EW7532;1;370;44,,
PNR8270;04.02.2023 00:00;09.04.2023;EW8291;2;880;116,,
PNR8271;04.02.2023 00:00;09.04.2023;EW2263;1;240;44,,
PNR8272;04.02.2023 00:00;09.04.2023;EW9547;1;290;58,,
PNR8273;04.02.2023 00:00;10.04.2023;EW243;4;810;214,,
PNR8274;04.02.2023 00:00;11.04.2023;EW859;1;145;46,,
PNR8275;04.02.2023 00:00;09.04.2023;EW9519;1;110;25,,
PNR8276;04.02.2023 00:00;12.04.2023;EW2528;2;170;32,,
PNR8277;04.02.2023 00:00;10.04.2023;EW2528;3;406;150,,
PNR8278;04.02.2023 00:00;10.04.2023;EW9539;2;530;78,,
PNR8279;04.02.2023 00:00;09.04.2023;EW858;3;255;132,,
PNR8280;04.02.2023 00:00;07.04.2023;EW7520;2;430;76,,
PNR8281;04.02.2023 00:00;11.04.2023;EW8537;5;1000;205,,
PNR8282;04.02.2023 00:00;07.04.2023;EW8537;1;110;53,,
PNR8283;04.02.2023 00:00;12.04.2023;EW9535;2;280;246,,
PNR8284;04.02.2023 00:00;10.04.2023;EW2531;2;300;76,,
PNR8285;04.02.2023 00:00;06.04.2023;EW2521;1;145;48,,
PNR8286;04.02.2023 00:00;08.04.2023;EW534;4;627;163,,
PNR8287;04.02.2023 00:00;08.04.2023;EW526;1;145;12,,
PNR8288;04.02.2023 00:00;09.04.2023;EW526;2;210;76,,
PNR8289;04.02.2023 00:00;09.04.2023;EW9533;1;150;56,,
PNR8290;04.02.2023 00:00;12.04.2023;EW9535;2;280;82,,
PNR8291;04.02.2023 00:00;11.04.2023;EW7530;2;261;65,,
PNR8292;04.02.2023 00:00;06.04.2023;EW9539;2;220;72,,
PNR8293;04.02.2023 00:00;06.04.2023;EW2521;1;145;18,,
PNR8294;04.02.2023 00:00;11.04.2023;EW7530;1;145;33,,
PNR8295;04.02.2023 00:00;10.04.2023;EW521;2;340;76,,
PNR8296;04.02.2023 00:00;08.04.2023;EW526;2;290;76,,
PNR8297;04.02.2023 00:00;10.04.2023;EW9441;2;340;30,,
PNR8298;04.02.2023 00:00;09.04.2023;EW526;2;210;24,,
PNR8299;04.02.2023 00:00;07.04.2023;EW2517;2;160;35,,
PNR8300;04.02.2023 00:00;10.04.2023;EW2520;1;125;25,,
PNR8301;04.02.2023 00:00;10.04.2023;EW9536;1;120;41,,
PNR8302;04.02.2023 00:00;06.04.2023;EW9519;1;130;38,,
PNR8303;04.02.2023 00:00;12.04.2023;EW526;2;170;32,,
PNR8304;04.02.2023 00:00;12.04.2023;EW9535;3;420;123,,
PNR8305;04.02.2023 00:00;12.04.2023;EW2531;3;420;106,,
PNR8306;04.02.2023 00:00;10.04.2023;EW2530;3;420;106,,
PNR8307;04.02.2023 00:00;12.04.2023;EW9539;4;540;136,,
PNR8308;04.02.2023 00:00;10.04.2023;EW521;3;510;57,,
PNR8309;04.02.2023 00:00;08.04.2023;EW9535;2;240;93,,
PNR8310;04.02.2023 00:00;08.04.2023;EW9531;3;450;171,,
PNR8311;04.02.2023 00:00;12.04.2023;EW2528;2;170;94,,
PNR8312;04.02.2023 00:00;07.04.2023;EW2517;1;80;60,,
PNR8312;04.02.2023 00:00;10.04.2023;EW2516;1;130;46,,
PNR8313;04.02.2023 00:00;06.04.2023;EW2583;2;190;50,,
PNR8314;04.02.2023 00:00;10.04.2023;EW7582;2;300;44,,
PNR8315;04.02.2023 00:00;06.04.2023;EW7588;1;215;25,,
PNR8316;04.02.2023 00:00;06.04.2023;EW7592;3;1005;216,,
PNR8316;04.02.2023 00:00;10.04.2023;EW7587;3;1005;66,,
PNR8317;04.02.2023 00:00;11.04.2023;EW9558;1;164;14,,
PNR8318;04.02.2023 00:00;06.04.2023;EW8181;1;205;44,,
PNR8319;04.02.2023 00:00;11.04.2023;EW8370;1;205;60,,
PNR8320;04.02.2023 00:00;10.04.2023;EW9543;2;410;121,,
PNR8321;04.02.2023 00:00;11.04.2023;EW2528;2;210;27,,
PNR8322;04.02.2023 00:00;07.04.2023;EW2521;2;250;58,,
PNR8323;04.02.2023 00:00;06.04.2023;EW9519;2;260;76,,
PNR8324;05.02.2023 00:00;07.04.2023;EW7515;2;130;32,,
PNR8325;05.02.2023 00:00;10.04.2023;EW7590;4;600;216,,
PNR8326;05.02.2023 00:00;07.04.2023;EW2586;1;250;69,,
PNR8326;05.02.2023 00:00;11.04.2023;EW2585;1;165;54,,
PNR8327;05.02.2023 00:00;11.04.2023;EW9581;2;290;82,,
PNR8328;05.02.2023 00:00;11.04.2023;EW9589;1;145;55,,
PNR8329;05.02.2023 00:00;07.04.2023;EW586;4;500;68,,
PNR8329;05.02.2023 00:00;12.04.2023;EW585;4;500;68,,
PNR8330;05.02.2023 00:00;06.04.2023;EW592;1;175;41,,
PNR8331;05.02.2023 00:00;08.04.2023;EW9593;2;190;82,,
PNR8332;05.02.2023 00:00;09.04.2023;EW7589;2;370;34,,
PNR8333;05.02.2023 00:00;07.04.2023;EW9574;3;490;156,,
PNR8333;05.02.2023 00:00;10.04.2023;EW9593;3;588;156,,
PNR8334;05.02.2023 00:00;07.04.2023;EW9591;4;420;161,,
PNR8335;05.02.2023 00:00;06.04.2023;EW7588;5;1032;261,,
PNR8335;05.02.2023 00:00;12.04.2023;EW7589;5;720;256,,
PNR8336;05.02.2023 00:00;06.04.2023;EW9584;3;525;130,,
PNR8336;05.02.2023 00:00;10.04.2023;EW9581;3;630;130,,
PNR8337;05.02.2023 00:00;07.04.2023;EW9580;3;406;139,,
PNR8337;05.02.2023 00:00;11.04.2023;EW9581;3;406;139,,
PNR8338;05.02.2023 00:00;06.04.2023;EW2592;2;720;106,,
PNR8338;05.02.2023 00:00;11.04.2023;EW2585;2;330;106,,
PNR8339;05.02.2023 00:00;07.04.2023;EW2592;2;400;86,,
PNR8340;05.02.2023 00:00;06.04.2023;EW9594;2;290;80,,
PNR8341;05.02.2023 00:00;10.04.2023;EW2591;1;165;41,,
